firstname,surname,email,phone,olp23_ballot1,dob,street_address,municipality,postcode,Gender,organizer,comms_consent,division_electoral_district
Finley,Winslow,finley.winslow002@demoapp.dev,5553626081,Nate Erskine-Smith,1960-08-31,205 Riverstone Ln,Coldwater,L0K 1E0,,,TRUE,Simcoe North
Dakota,Monroe,dakota.monroe089@sandbox.net,5552906674,Nate Erskine-Smith,1955-08-31,312-474 Riverstone Way,Toronto,M4E 1K8,F,,TRUE,Beaches—East York
Dakota,Gallagher,dakota.gallagher044@testmail.org,5558498317,Nate Erskine-Smith,1995-08-30,573 Maple Rd,Guelph,N1E 0M2,Male,,TRUE,
Hayden,Everett,hayden.everett251@samplemail.com,5556233419,Nate Erskine-Smith,1994-08-30,354-583 Maple Blvd,Ottawa,K1G 0J2,,,TRUE,Ottawa South
Emerson,Jamison,emerson.jamison149@testmail.org,5559442264,Nate Erskine-Smith,1992-08-30,623 Riverstone St,,,,,TRUE,
Emerson,Jamison,emerson.jamison147@sandbox.net,5559442264,Nate Erskine-Smith,1992-08-30,169 Laurel St,North York,M3C 1P5,,,TRUE,Don Valley West
Sawyer,Archer,sawyer.archer100@testmail.org,5550498451,Nate Erskine-Smith,1989-08-30,220-107 Hawthorn Pl,Holland Centre,N0H 1R0,Male,,TRUE,Bruce—Grey—Owen Sound
Dakota,Fitzgerald,dakota.fitzgerald226@demoapp.dev,5554412134,Nate Erskine-Smith,1980-08-30,492 Stonebridge Cres,Teeswater,N0G 2S0,,,TRUE,Huron—Bruce
Harper,Prescott,harper.prescott006@example.com,5559102786,Nate Erskine-Smith,1978-08-30,300-670 Stonebridge Dr,Niagara Falls,L2G 7V7,Male,Keagan,TRUE,Niagara Falls—Niagara-on-the-Lake
Avery,Gallagher,avery.gallagher152@example.com,5558476377,Nate Erskine-Smith,1947-08-30,807 Willow Blvd,Guelph,N1H 0A9,,,TRUE,Guelph
Sloane,Oakley,sloane.oakley006@sandbox.net,5554775166,Nate Erskine-Smith,1998-08-03,372 Cedar St,Burlington,L7N 3A8,Male,,TRUE,
Taylor,Kensington,taylor.kensington096@example.com,5551568913,Nate Erskine-Smith,1989-08-03,203-930 Hawthorn Blvd,Milton,L9T 8H5,,Ibrahim0001,TRUE,Milton East—Halton Hills South
Morgan,Noble,morgan.noble181@samplemail.com,5551232748,Nate Erskine-Smith,1986-08-03,552 Magnolia Blvd,Brampton,L7A 5A6,,,TRUE,Brampton West
Tatum,Langley,tatum.langley243@example.com,5559579267,Nate Erskine-Smith,1979-08-03,511 Laurel Ln,Brampton,L6Y 5B4,Male,,TRUE,Brampton South
Lennon,Thatcher,lennon.thatcher231@demoapp.dev,5554424928,Nate Erskine-Smith,1969-08-03,981 Willow Way,Mississauga,L5R 3M7,,,TRUE,Mississauga—Malton
Finley,Thatcher,finley.thatcher187@sandbox.net,5558102768,Nate Erskine-Smith,1968-08-03,613 Ash Ln,Brantford,N3P 1B9,Female,,TRUE,Brantford—Brant South—Six Nations
Dakota,Gallagher,dakota.gallagher181@sandbox.net,5552245870,Nate Erskine-Smith,1948-08-03,627 Hawthorn Way,Toronto,M6S 5A6,,,TRUE,Taiaiako'n—Parkdale—High Park
Sawyer,Harrison,sawyer.harrison006@sandbox.net,5555225693,Nate Erskine-Smith,1937-08-03,416 Willow St,Mississauga,L5M 6P5,,ImranMian,TRUE,Mississauga—Erin Mills
Taylor,Gallagher,taylor.gallagher198@example.com,5559619716,Nate Erskine-Smith,2003-08-29,438 Riverstone Rd,Scarborough Southwest,M1L 3G6,,,TRUE,Scarborough Southwest
Tatum,Sterling,tatum.sterling094@example.com,5553365305,Nate Erskine-Smith,1994-08-29,319-713 Laurel Way,Toronto,M2N 6B5,,,TRUE,
Reese,Jamison,reese.jamison044@samplemail.com,5550166590,Nate Erskine-Smith,1990-08-29,101-181 Laurel St,Toronto,M4R 1L2,,,TRUE,Eglinton—Lawrence
Riley,Archer,riley.archer102@testmail.org,5558755297,Nate Erskine-Smith,1988-08-29,765 Willow Terr,Hamilton,L9B 2J4,,LeonardMiller,TRUE,Hamilton Mountain
Lennon,Monroe,lennon.monroe113@testmail.org,5554002942,Nate Erskine-Smith,1986-08-29,883 Willow Way,Ancaster,L9K 1N2,,,TRUE,Hamilton West—Ancaster—Dundas
Dakota,Thatcher,dakota.thatcher119@sandbox.net,5550763736,Nate Erskine-Smith,1985-08-29,680 Elm St,Oakville,L6H 4W2,,MarkvanZandvoort,TRUE,Oakville East
Avery,Winslow,avery.winslow125@example.com,5556195756,Nate Erskine-Smith,1980-08-29,945 Birch Way,Etobicoke,M8Y 4E4,,,TRUE,Etobicoke—Lakeshore
Sloane,Dalton,sloane.dalton104@sandbox.net,5556003006,Nate Erskine-Smith,1978-08-29,217 Cedar Dr,East York,M4B 1A5,,ShishirPandey,TRUE,Beaches—East York
Dakota,Thatcher,dakota.thatcher199@samplemail.com,5551275686,Nate Erskine-Smith,1975-08-29,148-922 Maple Way,Scarborough,M1N 1C9,,,TRUE,
Emerson,Monroe,emerson.monroe044@testmail.org,5559869463,Nate Erskine-Smith,1951-08-29,914 Juniper Ln,East York,M4C 2A1,Male,,TRUE,Beaches—East York
Dakota,Whitaker,dakota.whitaker215@samplemail.com,5550414005,Nate Erskine-Smith,1951-08-29,633 Ash Rd,Hamilton,L9C 5M5,,,TRUE,Hamilton West—Ancaster—Dundas
Sloane,Fitzgerald,sloane.fitzgerald236@samplemail.com,5555459062,Nate Erskine-Smith,1949-08-29,605 Magnolia Dr,Sarnia,N7V 4J7,,,TRUE,Sarnia—Lambton—Bkejwanong
Parker,Thatcher,parker.thatcher144@sandbox.net,5552943725,Nate Erskine-Smith,1994-08-28,264-516 Laurel Cres,East York,M4J 2J3,Male,,TRUE,Toronto—Danforth
Finley,Callaghan,finley.callaghan157@sandbox.net,5559451596,Nate Erskine-Smith,1987-08-28,375 Willow Dr,Scarborough,M1N 3K1,,,TRUE,Scarborough Southwest
Jordan,Archer,jordan.archer209@samplemail.com,5556498639,Nate Erskine-Smith,1972-08-28,924 Foxglove Blvd,Unionville,L3R 6H4,Female,,TRUE,Markham—Unionville
Finley,Winslow,finley.winslow130@example.com,5550718722,Nate Erskine-Smith,1969-08-28,329-985 Cedar Way,Scarborough,M1G 3S6,,,TRUE,Scarborough—Woburn
Reese,Dalton,reese.dalton136@sandbox.net,5550862547,Nate Erskine-Smith,1961-08-28,958 Maple Ave,Drumbo,N0J 1G0,,Oxford,TRUE,Oxford
Sawyer,Ramsey,sawyer.ramsey212@example.com,5554344620,Nate Erskine-Smith,1960-08-28,235-667 Juniper Ln,Toronto,M4C 1T9,M,,TRUE,Beaches—East York
Skyler,Archer,skyler.archer180@samplemail.com,5550365040,Nate Erskine-Smith,1959-08-28,122-596 Spruce Pl,Ottawa,K1R 0B3,,,TRUE,Ottawa Centre
Quinn,Whitaker,quinn.whitaker099@example.com,5551244612,Nate Erskine-Smith,1952-08-28,648 Chestnut Terr,Toronto,M4E 3L3,F,,TRUE,Beaches—East York
Morgan,Monroe,morgan.monroe084@testmail.org,5554682961,Nate Erskine-Smith,1949-08-28,845 Poplar Rd,,,,,TRUE,
Morgan,Monroe,morgan.monroe140@testmail.org,5554682961,Nate Erskine-Smith,1949-08-28,693 Birch Cres,,,,,TRUE,
Morgan,Sterling,morgan.sterling037@sandbox.net,5550781244,Nate Erskine-Smith,1949-08-28,465 Riverstone Ln,York,M6E 4K1,,,TRUE,Eglinton—Lawrence
Jordan,Oakley,jordan.oakley018@samplemail.com,5557879751,Nate Erskine-Smith,1946-08-28,360 Hawthorn Ln,Toronto,J7K 1M8,Male,,TRUE,Montcalm
Jordan,Monroe,jordan.monroe210@example.com,5556903691,Nate Erskine-Smith,2003-08-27,109 Juniper Rd,Mississauga,L5M 5J2,,,TRUE,Mississauga—Erin Mills
Jordan,Fitzgerald,jordan.fitzgerald051@example.com,5550672992,Nate Erskine-Smith,2002-08-27,448 Cedar Pl,Oakville,L6L 4X4,,ACVote,TRUE,Oakville West
Dakota,Monroe,dakota.monroe155@sandbox.net,5550854357,Nate Erskine-Smith,2002-08-27,177-154 Willow Ave,St. Catharines,L2N 7E1,,,TRUE,St. Catharines
Parker,Kensington,parker.kensington062@testmail.org,5554025642,Nate Erskine-Smith,1997-08-27,412 Magnolia Cres,Mississauga,L5L 4H8,,ImranMian,TRUE,Mississauga—Erin Mills
Quinn,Harrison,quinn.harrison156@samplemail.com,5552714289,Nate Erskine-Smith,1989-08-27,555 Birch Terr,Ottawa,K1R 7X5,,Felipe Alfaro,TRUE,Ottawa Centre
Riley,Dalton,riley.dalton078@sandbox.net,5550194048,Nate Erskine-Smith,1970-08-27,158-581 Cedar Pl,Richmond Hill,L4B 1P1,,,TRUE,Richmond Hill South
Taylor,Gallagher,taylor.gallagher086@demoapp.dev,5558448889,Nate Erskine-Smith,1966-08-27,272 Cedar Pl,Mississauga,L5M 7R5,,ImranMian,TRUE,Mississauga—Erin Mills
Taylor,Fitzgerald,taylor.fitzgerald010@testmail.org,5556851535,Nate Erskine-Smith,1953-08-27,193-899 Chestnut St,Guelph,N1C 1B5,,,TRUE,Wellington—Halton Hills North
Skyler,Prescott,skyler.prescott176@samplemail.com,5557919271,Nate Erskine-Smith,1949-08-27,105-862 Hawthorn Rd,Sault Ste. Marie,P6A 3C4,,,TRUE,Sault Ste. Marie—Algoma
Riley,Harrison,riley.harrison111@samplemail.com,5555501885,Nate Erskine-Smith,1946-08-27,214 Silverleaf St,Toronto,M5N 1N8,,,TRUE,Eglinton—Lawrence
Sawyer,Fitzgerald,sawyer.fitzgerald041@example.com,5551282483,Nate Erskine-Smith,1943-08-27,887 Magnolia Pl,Alton,L7K 1L8,,,TRUE,Dufferin—Caledon
Hayden,Whitaker,hayden.whitaker014@sandbox.net,5557571848,Nate Erskine-Smith,1935-08-27,218 Birch Pl,Kingsville,N9Y 2Z2,,,TRUE,Essex
Morgan,Archer,morgan.archer174@samplemail.com,5558607206,Nate Erskine-Smith,2003-08-26,260 Ash St,Nepean,K2G 2J1,Male,,TRUE,Ottawa West—Nepean
Avery,Langley,avery.langley166@demoapp.dev,5553903419,Nate Erskine-Smith,1972-08-26,631 Laurel Ave,Windsor,N8R 1J8,,,TRUE,Windsor—Tecumseh—Lakeshore
Finley,Monroe,finley.monroe156@testmail.org,5554592284,Nate Erskine-Smith,1970-08-26,760 Foxglove Way,Ontario,L5A 3M2,,,TRUE,Mississauga East—Cooksville
Riley,Whitaker,riley.whitaker107@sandbox.net,5555796231,Nate Erskine-Smith,1966-08-26,881 Magnolia Pl,Mississauga,L5N 5W8,F,faisaljavaid,TRUE,Mississauga—Streetsville
Reese,Whitaker,reese.whitaker099@testmail.org,5555796231,Nate Erskine-Smith,1966-08-26,881 Magnolia Pl,Mississauga,L5N 5W8,F,faisaljavaid,TRUE,Mississauga—Streetsville
Tatum,Whitaker,tatum.whitaker160@demoapp.dev,5555796231,Nate Erskine-Smith,1966-08-26,881 Magnolia Pl,Mississauga,L5N 5W8,M,faisaljavaid,TRUE,Mississauga—Streetsville
Finley,Whitaker,finley.whitaker115@samplemail.com,5555796231,Nate Erskine-Smith,1966-08-26,881 Magnolia Pl,Mississauga,L5N 5W8,M,faisaljavaid,TRUE,Mississauga—Streetsville
Taylor,Whitaker,taylor.whitaker106@testmail.org,5554195296,Nate Erskine-Smith,1966-08-26,770 Elm Pl,Mississauga,L5N 5W8,,faisaljavaid,TRUE,Mississauga—Streetsville
Hayden,Fitzgerald,hayden.fitzgerald058@testmail.org,5558113190,Nate Erskine-Smith,2006-08-25,138 Hawthorn Rd,Scarborough,M1J 3B2,,,TRUE,Scarborough Southwest
Parker,Monroe,parker.monroe099@samplemail.com,5556453028,Nate Erskine-Smith,2005-08-25,109-319 Hemlock Cres,Toronto,M1K 1Y1,,TanveerShahnawaz,TRUE,Scarborough Southwest
Finley,Monroe,finley.monroe112@testmail.org,5559176451,Nate Erskine-Smith,1982-08-25,576 Elm Way,Sault Ste. Marie,P6B 1E6,,,TRUE,Sault Ste. Marie—Algoma
Peyton,Monroe,peyton.monroe127@demoapp.dev,5554545948,Nate Erskine-Smith,1969-08-25,790 Magnolia Terr,Windsor,N9B 1Z3,,YazdanNikoo,TRUE,Windsor West
Morgan,Prescott,morgan.prescott046@samplemail.com,5556975448,Nate Erskine-Smith,1956-08-25,169-818 Spruce Rd,Toronto,M4E 2N3,,,TRUE,Beaches—East York
Taylor,Noble,taylor.noble130@demoapp.dev,5556077502,Nate Erskine-Smith,2000-08-24,602 Stonebridge Ln,Toronto Centre,M4X 1G5,,,TRUE,Toronto Centre
Quinn,Thatcher,quinn.thatcher198@testmail.org,5552721269,Nate Erskine-Smith,1997-08-24,773 Stonebridge Ave,Nepean,K2J 5Z1,,,TRUE,Nepean
Dakota,Oakley,dakota.oakley163@testmail.org,5554656338,Nate Erskine-Smith,1995-08-24,624 Laurel Blvd,Toronto,M5V 3S6,,,TRUE,Spadina—Harbourfront
Peyton,Prescott,peyton.prescott134@sandbox.net,5555412566,Nate Erskine-Smith,1989-08-24,232-494 Sycamore Blvd,Burlington,L7L 2M4,,,TRUE,Burlington
Avery,Oakley,avery.oakley252@demoapp.dev,5555864245,Nate Erskine-Smith,1988-08-24,579 Silverleaf Rd,Toronto,M5V 1G4,,,TRUE,Spadina—Harbourfront
Rowan,Bennett,rowan.bennett215@testmail.org,5550078975,Nate Erskine-Smith,1986-08-24,170 Elm Blvd,Mississauga,L5V 2L1,,KanwalAdeel,TRUE,Mississauga—Malton
Avery,Kensington,avery.kensington177@sandbox.net,5552005815,Nate Erskine-Smith,1978-08-24,183 Foxglove Cres,Milton,L9T 6J9,Male,Kurtis_Vermont,TRUE,Milton East—Halton Hills South
Avery,Monroe,avery.monroe205@example.com,5553036660,Nate Erskine-Smith,1964-08-24,379 Maple Rd,Peterborough,K9H 5S2,,,TRUE,Peterborough
Sloane,Kensington,sloane.kensington007@sandbox.net,5558447468,Nate Erskine-Smith,1964-08-24,677 Chestnut St,Kemptville,K0G 1J0,,,TRUE,Leeds—Grenville—Thousand Islands—Rideau Lakes
Reese,Jamison,reese.jamison001@sandbox.net,5553602153,Nate Erskine-Smith,1994-08-23,958 Stonebridge St,Bethany,L0A 1A0,,,TRUE,Haliburton—Kawartha Lakes
Quinn,Winslow,quinn.winslow230@testmail.org,5551431861,Nate Erskine-Smith,1992-08-23,120 Maple St,Ottawa,K2P 1J6,,,TRUE,Ottawa Centre
Finley,Prescott,finley.prescott041@example.com,5558839915,Nate Erskine-Smith,1988-08-23,292 Juniper Ave,Toronto,M6P 0A1,,,TRUE,Taiaiako'n—Parkdale—High Park
Sloane,Archer,sloane.archer104@samplemail.com,5555796204,Nate Erskine-Smith,1986-08-23,292 Riverstone Ln,Etobicoke,M8V 2N6,,,TRUE,Etobicoke—Lakeshore
Skyler,Winslow,skyler.winslow117@demoapp.dev,5557648001,Nate Erskine-Smith,1986-08-23,910 Sycamore Terr,Markham,L6B 0H5,,SarwarChoudhury,TRUE,Markham—Stouffville
Avery,Archer,avery.archer086@sandbox.net,5559624930,Nate Erskine-Smith,1986-08-23,856 Magnolia Ave,Ottawa,K1Y 3G2,Male,,TRUE,Ottawa Centre
Harper,Archer,harper.archer061@example.com,5557113350,Nate Erskine-Smith,1984-08-23,542 Foxglove Terr,Toronto,M5T 1C6,,,TRUE,University—Rosedale
Morgan,Bennett,morgan.bennett184@testmail.org,5553318230,Nate Erskine-Smith,1983-08-23,286 Stonebridge Dr,Brampton,L7A 0M6,,HarminderDhillon,TRUE,Brampton West
Sawyer,Prescott,sawyer.prescott024@demoapp.dev,5556570268,Nate Erskine-Smith,1967-08-23,477 Silverleaf Terr,Mississauga,L5W 1J5,M,HarminderDhillon,TRUE,Mississauga—Malton
Quinn,Bennett,quinn.bennett066@example.com,5554059760,Nate Erskine-Smith,1967-08-23,116 Birch Cres,Toronto,M4M 2Z2,,,TRUE,Toronto—Danforth
Hayden,Langley,hayden.langley043@example.com,5550713310,Nate Erskine-Smith,1964-08-23,123 Willow Ave,Scarborough,M1H 2N8,Female,,TRUE,Scarborough—Woburn
Hayden,Thatcher,hayden.thatcher199@sandbox.net,5552170454,Nate Erskine-Smith,1955-08-23,944 Maple Dr,East York,M4C 2T2,,,TRUE,Beaches—East York
Lennon,Fitzgerald,lennon.fitzgerald063@demoapp.dev,5556533544,Nate Erskine-Smith,1954-08-23,151-479 Elm Terr,Thunder Bay,P7G 1C2,,JordanHudyma,TRUE,Thunder Bay—Superior North
Dakota,Langley,dakota.langley151@demoapp.dev,5555964968,Nate Erskine-Smith,1954-08-23,404 Laurel Rd,East York,M4B 2M7,,,TRUE,Beaches—East York
Taylor,Langley,taylor.langley199@demoapp.dev,5556060105,Nate Erskine-Smith,2006-08-22,815 Juniper Cres,Toronto,L5N 3M3,,,TRUE,Mississauga—Streetsville
Reese,Dalton,reese.dalton039@example.com,5556706837,Nate Erskine-Smith,2002-08-22,382 Pinecrest Way,Pickering,L1X 0E7,,LinaMaragha,TRUE,Pickering—Brooklin
Sawyer,Ramsey,sawyer.ramsey142@samplemail.com,5550953105,Nate Erskine-Smith,1996-08-22,591 Juniper St,Toronto,M4V 2R5,,,TRUE,Toronto—St. Paul's
Sawyer,Callaghan,sawyer.callaghan213@testmail.org,5553400823,Nate Erskine-Smith,1993-08-22,121-693 Foxglove Ln,Toronto,M5V 3J6,,AmySymington,TRUE,Spadina—Harbourfront
Finley,Ramsey,finley.ramsey050@sandbox.net,5554898134,Nate Erskine-Smith,1984-08-22,220-286 Cedar Ave,Orangeville,L9W 3N5,,TanveerShahnawaz,TRUE,Dufferin—Caledon
Tatum,Winslow,tatum.winslow230@samplemail.com,5552303351,Nate Erskine-Smith,1975-08-22,727 Cedar Ave,Toronto,M6P 3Z5,,JamesGraham,TRUE,Davenport
Avery,Monroe,avery.monroe112@demoapp.dev,5556103840,Nate Erskine-Smith,1974-08-22,677 Spruce Ave,Mississauga,L5M 6N8,,ImranMian,TRUE,Mississauga—Erin Mills
Sloane,Harrison,sloane.harrison041@example.com,5559167744,Nate Erskine-Smith,1972-08-22,415 Ash Way,Whitby,L1R 1Y4,,NirmlaArmstrong,TRUE,Whitby
Harper,Fitzgerald,harper.fitzgerald080@testmail.org,5550894703,Nate Erskine-Smith,1942-08-22,252-564 Elm Ave,Toronto,L9T 6R4,M,TanveerShahnawaz,TRUE,Milton East—Halton Hills South
Rowan,Callaghan,rowan.callaghan162@example.com,5553167638,Nate Erskine-Smith,2003-08-21,466 Chestnut Dr,Orléans,K4A 0J2,Male,,TRUE,Orléans
Hayden,Prescott,hayden.prescott131@example.com,5556357518,Nate Erskine-Smith,1995-08-21,928 Elm Terr,Brampton,L6V 2X2,,VijaiSingh,TRUE,Brampton Centre
Reese,Noble,reese.noble143@samplemail.com,5556114236,Nate Erskine-Smith,1994-08-21,148-579 Cedar Pl,Nepean,K2J 4X4,,RyanSpero,TRUE,Nepean
Lennon,Sterling,lennon.sterling147@testmail.org,5557385005,Nate Erskine-Smith,1992-08-21,849 Pinecrest Terr,Toronto,M5A 3S2,,,TRUE,Toronto Centre
Sloane,Fitzgerald,sloane.fitzgerald167@sandbox.net,5552846411,Nate Erskine-Smith,1969-08-21,129-269 Sycamore Terr,Windsor,N8S 2H2,,,TRUE,Windsor—Tecumseh—Lakeshore
Taylor,Thatcher,taylor.thatcher205@testmail.org,5555685489,Nate Erskine-Smith,1968-08-21,921 Chestnut St,Guelph,N1E 3S2,,,TRUE,Guelph
Finley,Oakley,finley.oakley001@example.com,5550086344,Nate Erskine-Smith,1967-08-21,511 Elm Ave,Toronto,M3C 3A1,,,TRUE,Don Valley West
Harper,Callaghan,harper.callaghan040@demoapp.dev,5550680843,Nate Erskine-Smith,1958-08-21,691 Cedar Cres,Toronto,M4E 2M5,Female,,TRUE,
Emerson,Langley,emerson.langley129@demoapp.dev,5552442678,Nate Erskine-Smith,1942-08-21,877 Willow Cres,Scarborough,M1V 1N5,,,TRUE,Scarborough North
Morgan,Gallagher,morgan.gallagher161@example.com,5553172732,Nate Erskine-Smith,2005-08-20,274 Foxglove Ave,East York,M4C 5G6,,TanveerShahnawaz,TRUE,Beaches—East York
Riley,Jamison,riley.jamison222@testmail.org,5558469454,Nate Erskine-Smith,1985-08-20,190-169 Riverstone Terr,Scarborough,M1L 1H9,,,TRUE,Scarborough Southwest
Morgan,Bennett,morgan.bennett095@testmail.org,5556147174,Nate Erskine-Smith,1978-08-20,183 Cedar Ln,Toronto,M5B 1Y6,,,TRUE,Toronto Centre
Sloane,Jamison,sloane.jamison219@demoapp.dev,5557538009,Nate Erskine-Smith,1970-08-20,998 Elm Blvd,Brampton,L6P 3A7,F,HarminderDhillon,TRUE,Brampton East
Hayden,Kensington,hayden.kensington091@demoapp.dev,5556119215,Nate Erskine-Smith,1964-08-20,407 Willow Rd,Mississauga,L5B 3L6,,HarminderDhillon,TRUE,
Sloane,Bennett,sloane.bennett214@sandbox.net,5551985048,Nate Erskine-Smith,1960-08-20,585 Foxglove Way,Markham,L3S 3W9,F,,TRUE,Markham—Thornhill
Sloane,Bennett,sloane.bennett126@demoapp.dev,5551985048,Nate Erskine-Smith,1960-08-20,585 Foxglove Way,Markham,L3S 3W9,F,,TRUE,Markham—Thornhill
Sloane,Bennett,sloane.bennett125@testmail.org,5551985048,Nate Erskine-Smith,1960-08-20,585 Foxglove Way,Markham,L3S 3W9,Male,,TRUE,Markham—Thornhill
Riley,Bennett,riley.bennett163@demoapp.dev,5553862017,Nate Erskine-Smith,1958-08-20,206-726 Elm St,Sharbot Lake,K0H 2P0,,,TRUE,Lanark—Frontenac
Skyler,Thatcher,skyler.thatcher009@samplemail.com,5558925464,Nate Erskine-Smith,1951-08-20,914 Juniper Terr,Brantford,N3P 1B8,,NateES,TRUE,Brantford—Brant South—Six Nations
Rowan,Dalton,rowan.dalton043@demoapp.dev,5552642076,Nate Erskine-Smith,1940-08-20,319-977 Silverleaf Way,Brampton,L6Y 4V6,F,HarminderDhillon,TRUE,Brampton South
Tatum,Dalton,tatum.dalton193@example.com,5558742743,Nate Erskine-Smith,2006-08-02,178 Laurel Blvd,Mississauga,L5M 7H9,,ImranMian,TRUE,Mississauga—Erin Mills
Finley,Noble,finley.noble044@samplemail.com,5553171839,Nate Erskine-Smith,2000-08-02,747 Maple St,London,N6A 2M6,,,TRUE,London Centre
Jordan,Bennett,jordan.bennett075@samplemail.com,5559627047,Nate Erskine-Smith,1994-08-02,648 Maple St,Milton,L9E 1H7,,SherryBowman,TRUE,Burlington North—Milton West
Jordan,Gallagher,jordan.gallagher134@demoapp.dev,5553800146,Nate Erskine-Smith,1990-08-02,953 Juniper Ln,Hamilton,L8M 3E9,,,TRUE,Hamilton Centre
Harper,Jamison,harper.jamison160@testmail.org,5554387854,Nate Erskine-Smith,1987-08-02,595 Riverstone Blvd,Toronto,M5A 0C9,,????,TRUE,
Emerson,Dalton,emerson.dalton154@testmail.org,5559836194,Nate Erskine-Smith,1985-08-02,673 Spruce Ave,Toronto,M5R 2Y9,,JamesGraham,TRUE,University—Rosedale
Parker,Archer,parker.archer028@sandbox.net,5550876276,Nate Erskine-Smith,1982-08-02,424 Ash Blvd,Scarborough,M1M 2L4,,TanveerShahnawz,TRUE,Scarborough Southwest
Taylor,Harrison,taylor.harrison197@sandbox.net,5555471795,Nate Erskine-Smith,1970-08-02,788 Spruce Cres,Beamsvile,L3J 1L7,,HarminderDhillon,TRUE,Niagara West
Tatum,Harrison,tatum.harrison045@demoapp.dev,5553508982,Nate Erskine-Smith,1967-08-02,904 Pinecrest Rd,Stoney Creek,L8E 2J2,,HarminderDhillon,TRUE,Hamilton East—Stoney Creek
Rowan,Dalton,rowan.dalton185@samplemail.com,5550002991,Nate Erskine-Smith,1965-08-02,589 Ash Rd,Toronto,M1N 2K2,M,TanveerShahnawaz,TRUE,Scarborough Southwest
Quinn,Sterling,quinn.sterling033@demoapp.dev,5557168271,Nate Erskine-Smith,1965-08-02,357 Magnolia Way,Hamilton,L8R 2V7,,EmdadKhanHamiltonJummah,TRUE,Hamilton Centre
Rowan,Bennett,rowan.bennett085@example.com,5553803082,Nate Erskine-Smith,1965-08-02,641 Poplar Pl,Haldimandâ??Norfolk,N3Y 4K5,,,TRUE,Haldimand—Norfolk
Riley,Callaghan,riley.callaghan197@sandbox.net,5556937288,Nate Erskine-Smith,1958-08-02,684 Poplar Ave,Stouffville,L4A 4K9,M,,TRUE,York—Durham
Avery,Callaghan,avery.callaghan040@samplemail.com,5556937288,Nate Erskine-Smith,1958-08-02,908 Spruce Dr,Stouffville,L4A 4K9,,,TRUE,York—Durham
Jordan,Thatcher,jordan.thatcher145@samplemail.com,5557353981,Nate Erskine-Smith,1943-08-02,317-413 Foxglove Ln,Guelph,N1E 4B3,,,TRUE,Guelph
Tatum,Everett,tatum.everett117@samplemail.com,5551478101,Nate Erskine-Smith,1938-08-02,437 Hemlock Way,North bay,P1B 8G2,F,,TRUE,Nipissing—Timiskaming
Sawyer,Ramsey,sawyer.ramsey144@samplemail.com,5554915220,Nate Erskine-Smith,1992-08-19,601 Ash Way,Cambridge,N1R 3Z5,,Bryn,TRUE,
Hayden,Callaghan,hayden.callaghan046@testmail.org,5551992681,Nate Erskine-Smith,1991-08-19,493 Willow Blvd,Whitby,L1R 2A6,,MattNoble,TRUE,Whitby
Skyler,Prescott,skyler.prescott012@testmail.org,5552939621,Nate Erskine-Smith,1980-08-19,493 Cedar Rd,Stoney Creek,L8E 0C2,,HarminderDhillon,TRUE,Hamilton East—Stoney Creek
Parker,Whitaker,parker.whitaker193@demoapp.dev,5559813904,Nate Erskine-Smith,1979-08-19,903 Chestnut Pl,Guelph,N1H 7H6,,,TRUE,Guelph
Rowan,Sterling,rowan.sterling194@testmail.org,5553353045,Nate Erskine-Smith,1975-08-19,557 Hemlock Way,Mississauga,L5V 0C1,,,TRUE,Mississauga Centre
Morgan,Archer,morgan.archer041@sandbox.net,5553957478,Nate Erskine-Smith,1974-08-19,126-672 Stonebridge Blvd,Scarborough,M1L 1S1,Male,,TRUE,Scarborough Southwest
Tatum,Noble,tatum.noble254@sandbox.net,5552759835,Nate Erskine-Smith,1969-08-19,348-755 Willow Ave,Kanata,K2M 2K4,,,TRUE,Kanata
Hayden,Gallagher,hayden.gallagher019@demoapp.dev,5553521930,Nate Erskine-Smith,1968-08-19,299-112 Hemlock Dr,Cornwall,K6H 5M9,,,TRUE,Stormont—Dundas—Glengarry
Jordan,Whitaker,jordan.whitaker082@samplemail.com,5559548328,Nate Erskine-Smith,1962-08-19,260-486 Sycamore Way,Woodstock,N4S 8K3,Female,,TRUE,
Harper,Harrison,harper.harrison246@samplemail.com,5559311675,Nate Erskine-Smith,1947-08-19,359 Silverleaf Terr,Sudbury,P3E 2E7,,Jordan Hudyma,TRUE,Sudbury
Finley,Dalton,finley.dalton114@sandbox.net,5551119826,Nate Erskine-Smith,1997-08-18,278 Sycamore Terr,Toronto,M4P 2A6,,RyanCarlsen,TRUE,Don Valley West
Finley,Bennett,finley.bennett150@sandbox.net,5551618071,Nate Erskine-Smith,1991-08-18,284 Foxglove Blvd,Mississauga,L5M 0L5,,ImranMian,TRUE,Mississauga—Erin Mills
Peyton,Langley,peyton.langley032@example.com,5559484143,Nate Erskine-Smith,1989-08-18,795 Birch St,East York,M4C 5L5,,TrailokyaKhatiwada,TRUE,Beaches—East York
Morgan,Bennett,morgan.bennett218@samplemail.com,5555237420,Nate Erskine-Smith,1988-08-18,450 Foxglove Ln,Hamilton,L9C 7H6,,Rubel,TRUE,Hamilton West—Ancaster—Dundas
